Title: "TUL.csv"

5785,PST,'RESERVOIR STORAGE (af)'
19981201,0000,56148
19990101,0000,51996
19990201,0000,50707
19990301,0000,54876
19990401,0000,60294
19990501,0000,64356
19990601,0000,65277
19990701,0000,64882
19990801,0000,64882
19990901,0000,62286
19991001,0000,54406
19991101,0000,54400
19991201,0000,55400
20000101,0000,56900
20000201,0000,55900
20000301,0000,56400
20000401,0000,61300
20000501,0000,65400
20000601,0000,65500
20000701,0000,65100
20000801,0000,65400
20000901,0000,62001
20001001,0000,53400
20001101,0000,44700
20001201,0000,43700
20010101,0000,55500
20010201,0000,56500
20010301,0000,56400
20010401,0000,61400
20010501,0000,66000
20010601,0000,65000
20010701,0000,65800
20010801,0000,65200
20010901,0000,61800
20011001,0000,54200
20011101,0000,54396
20011201,0000,56311
20020101,0000,55812
20020201,0000,56138
20020301,0000,56246
20020401,0000,62048
20020501,0000,65154
20020601,0000,65400
20020701,0000,64920
20020801,0000,65695
20020901,0000,62202
20021001,0000,55422
20021101,0000,54600
20021201,0000,54152
20030101,0000,55336
20030201,0000,56181
20030301,0000,57071
20030401,0000,60826
20030501,0000,65000
20030601,0000,65314
20030701,0000,65498
20030801,0000,65646
20030901,0000,62119
20031001,0000,56062
20031101,0000,54545
20031201,0000,55314
20040101,0000,55541
20040201,0000,56486
20040301,0000,58084
20040401,0000,60664
20040501,0000,64784
20040601,0000,65745
20040701,0000,65757
20040801,0000,65166
20040901,0000,61495
20041001,0000,52874
20041101,0000,42903
20041201,0000,43504
20050101,0000,54183
20050201,0000,50355
20050301,0000,58319
20050401,0000,59602
20050501,0000,64797
20050601,0000,64150
20050701,0000,64247
20050801,0000,65437
20050901,0000,61272
20051001,0000,56062
20051101,0000,54983
20051201,0000,54078
20060101,0000,55314
20060201,0000,56541
20060301,0000,60132
20060401,0000,60814
20060501,0000,64969
20060601,0000,65970
20060701,0000,65932
20060801,0000,65658
20060901,0000,61177
20061001,0000,56685
20061101,0000,55175
20061201,0000,56289
20070101,0000,m

