Title: "SHA.csv"

5583,PST,'RESERVOIR STORAGE (af)'
20050501,0000,4467986
20050601,0000,4217184
20050701,0000,3639214
20050801,0000,3271767
20050901,0000,3034837
20051001,0000,2855374
20051101,0000,2896041
20051201,0000,3754767
20060101,0000,3586074
20060201,0000,3834224
20060301,0000,3853900
20060401,0000,4057305
20060501,0000,4467101
20060601,0000,4249102
20060701,0000,3784113
20060801,0000,3377701
20060901,0000,3205145
20061001,0000,3119405
20061101,0000,3127097
20061201,0000,3334767
20070101,0000,m

